App/Platform Name,Publisher Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
Spell Blitz,,Mobile App,white,Video/Streaming,"Streaming, OTT",56794127,General Market
Spider,,Mobile App,white,Video/Streaming,"Streaming, OTT",2867094023,General Market
Spider (Android),,Mobile App,white,Video/Streaming,"Streaming, OTT",21669548,General Market
Spider (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",152785084,General Market
Spider .,,Mobile App,white,Video/Streaming,"Streaming, OTT",45862123,General Market
Spider Fighting,,Mobile App,white,Video/Streaming,"Streaming, OTT",13480878,General Market
Spider Go: Solitaire Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",163182767,General Market
Spider Solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",1395679910,General Market
Spider Solitaire #1 Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",27295437,General Market
Spider Solitaire - Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",134859852,General Market
Spider Solitaire Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",14651433,General Market
Spider Solitaire Classic,,Mobile App,white,Video/Streaming,"Streaming, OTT",26913844,General Market
Spider Solitaire Classic Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",654264695,General Market
Spider Solitaire Deluxe® 2,,Mobile App,white,Video/Streaming,"Streaming, OTT",14880363,General Market
Spider Solitaire – Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",434134706,General Market
Spider Solitaire: Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",5370633199,General Market
Spider Solitaire: Card Games,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",14447561214,General Market
Spider Solitaire·,,Mobile App,white,Video/Streaming,"Streaming, OTT",30750529,General Market
Spider Solitär,,Mobile App,white,Video/Streaming,"Streaming, OTT",9612627,General Market
Spider solitaire classic,,Mobile App,white,Video/Streaming,"Streaming, OTT",67979442,General Market
Spider ▻ Solitaire,,Mobile App,white,Video/Streaming,"Streaming, OTT",102197283,General Market
Spider ▻ Solitaire  ,,Mobile App,white,Video/Streaming,"Streaming, OTT",27058844,General Market
Spill It!,,Mobile App,white,Video/Streaming,"Streaming, OTT",853760850,General Market
Spitogatos - Homes in Greece,,Mobile App,white,Video/Streaming,"Home, DIY, Streaming, OTT",44218618,General Market
Spitogatos - Property Search,,Mobile App,white,Video/Streaming,"Streaming, OTT",42161742,General Market
Splint Run,,Mobile App,white,Video/Streaming,"Streaming, OTT",80733617,General Market
Sport.pl LIVE - wyniki na żywo,,Mobile App,white,Video/Streaming,"Streaming, OTT",14229569,General Market
Sport1,,Mobile App,white,Video/Streaming,"Streaming, OTT",9428693,General Market
Sport1 - Fußball,,Mobile App,white,Video/Streaming,"Streaming, OTT",23511400,General Market
SportMediaset,,Mobile App,white,Video/Streaming,"Streaming, OTT",12503470,General Market
Sports Shop Manager,,Mobile App,white,Video/Streaming,"Sports Fans, Streaming, OTT",22469108,General Market
SportsDNA - SDNA,,Mobile App,white,Video/Streaming,"Sports Fans, Streaming, OTT",45639598,General Market
Spot The Hidden Differences,,Mobile App,white,Video/Streaming,"Streaming, OTT",13640271,General Market
Stack Ball - Crash Platforms,,Mobile App,white,Video/Streaming,"Streaming, OTT",21532625,General Market
Stack Ball 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",14777575,General Market
Stack Team App,,Mobile App,white,Video/Streaming,"Streaming, OTT",25433735,General Market
Standard,,Mobile App,white,Video/Streaming,"Streaming, OTT",329586366,General Market
Star Art: Drawing ,,Mobile App,white,Video/Streaming,"Streaming, OTT",30471539,General Market
Star Art: Drawing & Relaxing,,Mobile App,white,Video/Streaming,"Streaming, OTT",13694678,General Market
Star Wars: Hunters™,,Mobile App,white,Video/Streaming,"Streaming, OTT",79672109,General Market
State.io - Conquer the World,,Mobile App,white,Video/Streaming,"Streaming, OTT",58476570,General Market
State.io — Conquer the World,,Mobile App,white,Video/Streaming,"Streaming, OTT",24025102,General Market
States Builder: Trade Empire,,Mobile App,white,Video/Streaming,"Streaming, OTT",127498414,General Market
Stealth Master,,Mobile App,white,Video/Streaming,"Streaming, OTT",1868656130,General Market
Stealth Master: Assassin Ninja,,Mobile App,white,Video/Streaming,"Streaming, OTT",134985568,General Market
Stick Fighters: Karate Heroes,,Mobile App,white,Video/Streaming,"Streaming, OTT",32132353,General Market
Stick Rope Hero,,Mobile App,white,Video/Streaming,"Streaming, OTT",25404737,General Market
Stick Rope Hero 2,,Mobile App,white,Video/Streaming,"Streaming, OTT",20188801,General Market
Stick Superhero,,Mobile App,white,Video/Streaming,"Streaming, OTT",35647630,General Market
Sticker GO!,,Mobile App,white,Video/Streaming,"Streaming, OTT",26070323,General Market
Sticker Maker Studio,,Mobile App,white,Video/Streaming,"Streaming, OTT",10842109,General Market
Sticker.ly - Sticker Maker,,Mobile App,white,Video/Streaming,"Streaming, OTT",230058556,General Market
Stickman Rope Hero Original,,Mobile App,white,Video/Streaming,"Streaming, OTT",41976163,General Market
Stickman Superhero Simulator,,Mobile App,white,Video/Streaming,"Streaming, OTT",40031143,General Market
Stickman: draw animation maker,,Mobile App,white,Video/Streaming,"Streaming, OTT",24637032,General Market
Stocktwits,,Mobile App,white,Video/Streaming,"Streaming, OTT",259105473,General Market
Stocktwits - Stock Market Chat,,Mobile App,white,Video/Streaming,"Streaming, OTT",222590895,General Market
Storm Team 12 - Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",10980596,General Market
Story Color: Paint By Number,,Mobile App,white,Video/Streaming,"Streaming, OTT",15602639,General Market
Street Art-Color by number,,Mobile App,white,Video/Streaming,"Streaming, OTT",21166842,General Market
Street Dude - Homeless Empire,,Mobile App,white,Video/Streaming,"Home, DIY, Streaming, OTT",15455889,General Market
Submarine Jump!,,Mobile App,white,Video/Streaming,"Streaming, OTT",111573732,General Market
Submarine torpedo attack game,,Mobile App,white,Video/Streaming,"Streaming, OTT",11194366,General Market
Sudoku,,Mobile App,white,Video/Streaming,"Streaming, OTT",921112828,General Market
Sudoku - Brain Puzzle Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",485478649,General Market
Sudoku - Classic Logic Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",72953461,General Market
Sudoku - Classic Puzzle Game!,,Mobile App,white,Video/Streaming,"Streaming, OTT",97217608,General Market
Sudoku - Classic Sudoku Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",735886741,General Market
Sudoku - Classic Sudoku Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",27803692,General Market
Sudoku :),,Mobile App,white,Video/Streaming,"Streaming, OTT",9769046,General Market
Sudoku Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",135912557,General Market
Sudoku Cafe,,Mobile App,white,Video/Streaming,"Streaming, OTT",160455356,General Market
Sudoku EasyBrain,,Mobile App,white,Video/Streaming,"Streaming, OTT",11792242,General Market
Sudoku Free,,Mobile App,white,Video/Streaming,"Streaming, OTT",32529104,General Market
Sudoku Game - Daily Puzzles,,Mobile App,white,Video/Streaming,"Streaming, OTT",71042379,General Market
Sudoku Puzzle - Brain Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",391739035,General Market
Sudoku Simple,,Mobile App,white,Video/Streaming,"Streaming, OTT",284175431,General Market
Sudoku ▦,,Mobile App,white,Video/Streaming,"Streaming, OTT",50478866,General Market
Sudoku-Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",13070432,General Market
Sudoku.com - Classic Sudoku,,Mobile App,white,Video/Streaming,"Streaming, OTT",1044349442,General Market
Sudoku.com - Free Sudoku Puzzles,,Mobile App,white,Video/Streaming,"Streaming, OTT",20641871,General Market
Sudoku.com - Number Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",2817621068,General Market
Sudoku.com - Sudoku Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",57329880,General Market
Sudoku.com - classic sudoku,,Mobile App,white,Video/Streaming,"Streaming, OTT",1082682787,General Market
Sudoku: Brain Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",2321245902,General Market
Sudoku: Classic Brain Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",50343508,General Market
Sudoku: Number Match Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",27816708,General Market
Sudoku: Sudoku Puzzle Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",57083583,General Market
Sudoku: Sudoku Puzzles,,Mobile App,white,Video/Streaming,"Streaming, OTT",10405215,General Market
Sudoku_Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",13090864,General Market
Summer Buster: Ball Pool Slide,,Mobile App,white,Video/Streaming,"Streaming, OTT",34592864,General Market
T-Mobile MetroZone Android en,,Mobile App,white,Video/Streaming,"Streaming, OTT",13383109,General Market
T24,,Mobile App,white,Video/Streaming,"Streaming, OTT",17594246,General Market
TBN,,Mobile App,white,Video/Streaming,"Streaming, OTT",23206946,General Market
TBN%2B,,Mobile App,white,Video/Streaming,"Streaming, OTT",128225663,General Market
TBN+,,Mobile App,white,Video/Streaming,"Streaming, OTT",149507505,General Market
TBS,,Mobile App,white,Video/Streaming,"Streaming, OTT",21266804,General Market
TCL CHANNEL,,Mobile App,white,Video/Streaming,"Streaming, OTT",201575963,General Market
TCL Channel,,Mobile App,white,Video/Streaming,"Streaming, OTT",638957620,General Market
TCL%20Channel,,Mobile App,white,Video/Streaming,"Streaming, OTT",144286735,General Market
TCL+Channel,,Mobile App,white,Video/Streaming,"Streaming, OTT",1070453170,General Market
TCLTVPLUS,,Mobile App,white,Video/Streaming,"Streaming, OTT",61637492,General Market
TENS!,,Mobile App,white,Video/Streaming,"Streaming, OTT",34726155,General Market
TGCOM24,,Mobile App,white,Video/Streaming,"Streaming, OTT",12290327,General Market
TIVOPLUS_APPNAME,,Mobile App,white,Video/Streaming,"Streaming, OTT",36485983,General Market
TLC,,Mobile App,white,Video/Streaming,"Streaming, OTT",20831549,General Market
TLC GO,,Mobile App,white,Video/Streaming,"Streaming, OTT",366036177,General Market
TMZ,,Mobile App,white,Video/Streaming,"Streaming, OTT",136213187,General Market
TNT,,Mobile App,white,Video/Streaming,"Streaming, OTT",14845739,General Market
TREBEL Music - Download Songs,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Entertainment, Streaming, OTT",34226424,African American
TV Guide: Streaming & Live TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",53255082,General Market
TV.Fubo,,Mobile App,white,Video/Streaming,"Streaming, OTT",283787004,General Market
TVBAnywhere,,Mobile App,white,Video/Streaming,"Asian American, AAPI, Multicultural, Streaming, OTT",26660806,Asian American/AAPI
TVI Player,,Mobile App,white,Video/Streaming,"Streaming, OTT",9870503,General Market
TVOne,,CTV,white,Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
TWC+ Roku,,Mobile App,white,AVOD/FAST,"Streaming, OTT",26725880,General Market
TYT,,Mobile App,white,Video/Streaming,"Streaming, OTT",521993392,General Market
Tablo TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",56409036,General Market
Tablo+TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",23703868,General Market
Tagged,,Mobile App,white,Video/Streaming,"Streaming, OTT",102368700,General Market
Tagged Dating App: Meet & Chat,,Mobile App,white,Video/Streaming,"Streaming, OTT",274615430,General Market
TaiChi,,Mobile App,white,Video/Streaming,"Streaming, OTT",101187771,General Market
Taiv,,Mobile App,white,Video/Streaming,"Streaming, OTT",364020464,General Market
TalkTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",25410257,General Market
TalkTVTalkTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",19876750,General Market
Talkie,,Mobile App,white,Video/Streaming,"Streaming, OTT",14214841,General Market
Tandem: Conversation exchange,,Mobile App,white,Video/Streaming,"Streaming, OTT",41410996,General Market
Tandem: Language exchange,,Mobile App,white,Video/Streaming,"Streaming, OTT",62902202,General Market
Tangle Rope 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",19738511,General Market
Tangle Rope 3D: Untie Master,,Mobile App,white,Video/Streaming,"Streaming, OTT",110308831,General Market
Tangled Snakes,,Mobile App,white,Video/Streaming,"Streaming, OTT",56654015,General Market
Tap Away,,Mobile App,white,Video/Streaming,"Streaming, OTT",126109110,General Market
Tap Away 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",22927883,General Market
Tap Blocks Out: 3D Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",131826144,General Market
Tap Color,,Mobile App,white,Video/Streaming,"Streaming, OTT",27220041,General Market
Tap Out - Take 3D Blocks Away,,Mobile App,white,Video/Streaming,"Streaming, OTT",23640342,General Market
Tap Out Blocks：3D Block Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",11588366,General Market
TapChill ゲームコレクション｜ハウスタイクーンなど,,Mobile App,white,Video/Streaming,"Streaming, OTT",40389800,General Market
TapOut,,Mobile App,white,Video/Streaming,"Streaming, OTT",67546090,General Market
Taps to Riches,,Mobile App,white,Video/Streaming,"Streaming, OTT",9318720591,General Market
Tattoo Coloring games,,Mobile App,white,Video/Streaming,"Streaming, OTT",172905930,General Market
Taxi Run,,Mobile App,white,Video/Streaming,"Streaming, OTT",10006498,General Market
Taxi Run: Traffic Driver,,Mobile App,white,Video/Streaming,"Streaming, OTT",336025938,General Market
TeamSnap,,Mobile App,white,Video/Streaming,"Streaming, OTT",195544123,General Market
Telly - The Truly Smart TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",3492067755,General Market
Template,,Mobile App,white,Video/Streaming,"Streaming, OTT",33021056,General Market
Tennis Arena,,Mobile App,white,Video/Streaming,"Streaming, OTT",17166215,General Market
Tetra Block - Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",38520421,General Market
Tetris,,Mobile App,white,Video/Streaming,"Streaming, OTT",65062826,General Market
Tetris®,,Mobile App,white,Video/Streaming,"Streaming, OTT",496078302,General Market
Text & Fly,,Mobile App,white,Video/Streaming,"Streaming, OTT",11014484,General Market
Text Free Wifi Calling,,Mobile App,white,Video/Streaming,"Streaming, OTT",10301351,General Market
Text Free: Second Phone Number,,Mobile App,white,Video/Streaming,"Streaming, OTT",938803340,General Market
Text Free: WiFi Calling App,,Mobile App,white,Video/Streaming,"Streaming, OTT",47866572,General Market
Text Free: WiFi Calling App 🆓,,Mobile App,white,Video/Streaming,"Streaming, OTT",14417186,General Market
Text Me - Free Texting & Calls,,Mobile App,white,Video/Streaming,"Streaming, OTT",20413561,General Market
Text Me - Phone Call + Texting,,Mobile App,white,Video/Streaming,"Streaming, OTT",13148968,General Market
Text free - free text + call,,Mobile App,white,Video/Streaming,"Streaming, OTT",118061824,General Market
TextFree,,Mobile App,white,Video/Streaming,"Streaming, OTT",1991922300,General Market
TextFree Voice,,Mobile App,white,Video/Streaming,"Streaming, OTT",89980563,General Market
TextFree iOS (53),,Mobile App,white,Video/Streaming,"Streaming, OTT",13323583,General Market
TextFree: Phone Call + Texting,,Mobile App,white,Video/Streaming,"Streaming, OTT",101186612,General Market
TextMe,,Mobile App,white,Video/Streaming,"Streaming, OTT",48302301,General Market
TextNow,,Mobile App,white,Video/Streaming,"Streaming, OTT",1471691535,General Market
